page_id,title,is_redirect,is_disambiguation,qid,length_chars,words,references,images,internal_links,categories
33465,Кеңарал (қыстау),0,0,Q16434580,342,38,0,0,0,1
33466,Кеңащы (қыстау),0,0,Q12549098,592,58,1,0,12,2
33470,Кеңелдік,0,0,Q12549122,2546,253,1,0,13,2
33471,Кеңестас,0,0,Q16433451,573,53,1,0,16,2
33473,Кеңөлке,0,0,Q12549193,597,62,1,0,6,1
33474,Кеңсай мұздығы,0,0,Q12549162,1192,143,1,0,2,2
33475,Кеңсайран,0,0,Q12549164,498,47,1,0,12,2
33476,Кеңсу (өзен),0,0,Q12549166,1849,206,1,0,16,2
33478,Кеңтүбек (түбек),0,0,Q27351841,1167,128,1,0,6,2
33480,Кеңшағыл,0,0,Q12549170,1466,143,1,0,6,2
33481,Кепебұлақсай,0,0,Q16433330,1604,180,1,0,11,2
33482,Кепелі,0,0,Q16433335,1544,188,1,0,12,2
33483,Кепкен,0,0,Q12548890,1829,212,1,0,10,1
33484,Кепсек,0,0,Q2587019,1847,191,1,0,19,2
33486,Кептертәрізділер,0,0,Q28078,923,100,0,0,10,1
33488,Кербезгүл,0,0,Q157350,1964,206,1,0,28,1
33489,Кербезгүлдер тұқымдасы,0,0,Q156025,1278,127,1,0,19,1
33491,Кербұлақ ауданы,0,0,Q2556317,9544,1063,6,0,69,1
33492,Керегежайған,0,0,Q12548932,1581,174,1,0,12,1
33493,"Керегетас (тау, Шығыс Қазақстан облысы)",0,0,Q12548933,1652,176,1,0,11,1
33495,Керегетассай,0,0,Q12548935,1848,203,1,0,14,2
33496,Кережан,0,0,Q16433367,1737,194,1,0,10,2
33498,Керейсай,0,0,Q12548940,1733,193,1,0,10,1
33502,Кермеккөл,0,0,Q12548948,1446,177,0,0,7,2
33504,Керуен жолдары,0,0,Q12548969,4598,562,0,1,53,1
33505,Керуенкөл,0,0,Q12548971,1592,199,1,0,5,2
33506,Керуентау,0,0,Q16433377,1689,195,1,0,10,1
33508,Керімағаш шипалы су кен орны,0,0,Q20484446,1826,221,1,1,12,4
33511,Кескен күйікқала,0,0,Q12549012,2145,257,1,0,11,3
33512,Кескентерек,0,0,Q32186570,2020,221,1,0,13,3
33515,Кесірткелер,0,0,Q15879,4317,501,1,1,36,1
33516,Кесірткежамбастылар,0,0,Q186334,1505,163,0,0,26,3
33517,Кетпен антиклинорийі,0,0,Q12549045,982,92,1,0,13,2
33520,Кеттібай,0,0,Q12549046,1748,214,1,0,10,2
33521,Кеттітақыр,0,0,Q12549047,663,69,1,0,10,3
33522,Кеуел,0,0,Q156251,3029,351,3,1,48,3
33523,Кеуелдер тұқымдасы,0,0,Q161239,1063,125,1,0,16,2
33524,Кеуқұдық,0,0,Q12549061,582,61,1,0,6,1
33525,Кешенгүл,0,0,Q10327704,1263,160,1,0,11,2
33527,Кеш қызғалдақ,0,0,Q744508,1413,161,1,0,18,3
33529,Киевка су құбыры,0,0,Q12549201,1345,167,1,0,10,1
33534,Кирилл аралдары,0,0,Q12549268,1444,165,1,0,6,3
33537,Киров-Шежін каналы,0,0,Q12549281,1288,130,2,0,5,1
33539,Киттәрізділер,0,0,Q160,4335,545,2,0,24,2
33541,"Киікбай (өзен, Ақмола облысы)",0,0,Q20484516,2217,243,1,0,16,3
33542,Киікбай (өзен),0,0,Q12549327,1701,192,1,0,11,2
33543,Киікбай (тау),0,0,Q12549326,1622,190,1,0,7,1
33544,Киікбай құдығы,0,0,Q12549330,529,53,1,0,6,1
33546,Киікмола,0,0,Q12549334,813,65,1,0,8,2
33547,Киікоты (Zіzіphora),0,0,Q12549336,1387,180,1,0,2,2
33548,Киіксу,0,0,Q16433467,747,67,1,0,8,2
33549,Киіктабан,0,0,Q16433472,707,68,1,0,12,2
33550,Киіктау,0,0,Q12549337,1772,202,1,0,9,1
33551,Киіктөбе,0,0,Q12549339,610,67,1,0,8,1
33552,Киікши,0,0,Q12549340,411,43,1,0,4,1
33553,Киікшөптес бөденешөп,0,0,Q159724,1628,162,1,0,14,3
33555,Клевкино,0,0,Q12549407,1356,168,0,0,8,2
33558,Клеткасыз өсімдіктер,0,0,Q12549416,644,67,1,1,6,2
33561,Климат ауытқуы,0,0,Q12549421,1629,182,1,1,1,2
33568,Кобальтин,0,0,Q410396,1261,120,2,1,15,1
33569,Кобальт кентастары,0,0,Q12110813,1562,167,1,1,9,2
33570,"Қарасу (өзен, Шығыс Қазақстан облысы)",0,0,Q16434495,1855,209,1,0,12,2
33574,Кокцидиялар,0,0,Q12549536,3869,470,0,1,0,1
33575,Колленхима,0,0,Q1144415,2152,234,2,1,18,1
33576,Зымырықтар,0,0,Q180148,4486,551,1,1,19,1
33578,Колпаковский қызғалдағы,0,0,Q15232582,2418,277,2,0,14,3
33580,Колумбит,0,0,Q899841,1998,242,3,1,8,4
33581,Колчедан,0,0,Q4228818,1760,190,1,0,25,4
33583,Комаров алтын кен орны,0,0,Q12549586,2209,266,1,0,10,2
33584,Комсомол (қоныс),0,0,Q12549657,423,42,1,0,4,2
33585,Комсомол бөгені,0,0,Q12549659,1376,169,1,0,6,2
33586,Комсомол мұнай кен орны,0,0,Q16433513,758,89,0,0,10,4
33587,Конвекция,0,0,Q160329,2483,260,4,0,6,1
33588,Коневский осередок,0,0,Q12549702,1740,210,1,0,5,3
33590,Конституция мұздығы,0,0,Q12549759,1185,144,1,0,3,2
33593,Конюховское,0,0,,1548,185,0,0,9,2
33594,Коопман өгейбұтасы,0,0,Q4084747,1468,155,1,1,11,3
33595,Кордиерит,0,0,Q410336,954,88,1,1,18,4
33599,Корнух-Троцкий өгізкөзі,0,0,Q15574181,1869,202,2,0,17,4
33600,Коробиха (өзен),0,0,Q32189134,1698,188,0,0,8,3
33601,Королев мұнай кен орны,0,0,Q4233758,1212,136,0,0,14,2
33603,Корольков бәйшешегі,0,0,Q1387160,1592,180,1,0,16,2
33605,Корольков қызғалдағы,0,0,Q15546369,2321,289,1,0,16,3
33607,Корунд,0,0,Q131777,5632,661,2,2,39,2
33609,Костычев жер асты су кен орны,0,0,Q20484728,754,79,1,0,7,4
33610,Котел,0,0,Q12549931,1953,216,1,0,17,1
33611,Котляков мұздығы,0,0,Q12549938,1225,146,1,0,2,2
33612,Кофе ағашы,0,0,Q156354,1813,217,1,2,18,5
33613,Кошевой шыңы,0,0,Q16433556,1492,159,1,0,12,3
33614,Кошенильдер,0,0,Q44567568,1957,227,1,1,14,1
33615,Көбейтұз,0,0,Q27430599,1673,207,1,0,7,2
33616,Көбелей (өзен),0,0,Q16433736,1715,188,1,0,10,2
33618,Көбен,0,0,Q12550822,1620,198,1,0,7,2
33619,Көбенқопа,0,0,Q12550825,1574,193,1,0,4,2
33620,Көбенқұйрық,0,0,Q3233093,2563,281,3,0,22,2
33622,Көбікше,0,0,Q894230,1527,180,1,0,19,2
33623,Көгал,0,0,Q207766,1880,218,2,2,19,3
33624,Көгалдандыру,0,0,Q12550838,1617,184,1,1,12,2
33625,Көгел,0,0,Q12550842,1949,229,1,0,11,1
33626,Көген (тау),0,0,Q12550844,1771,199,1,0,14,1
33627,Көгентамыр,0,0,Q12550846,1016,98,1,1,7,2
33628,Көгілдір (өсімдік),0,0,Q157496,1647,195,1,1,9,2
33630,Көжексор,0,0,Q16433750,698,72,1,0,8,2
33631,Көзгүл,0,0,Q157732,1662,203,1,1,16,1
33632,Көздәрі,0,0,Q158977,1910,220,1,0,18,2
33633,Көзжетпес,0,0,Q27351990,1244,144,1,0,6,4
33635,Көкалақұм,0,0,Q12550896,1366,156,1,0,7,1
33637,Көкбайсор,0,0,Q27351869,1458,187,0,0,6,2
33638,Көкбайтал,0,0,Q12550903,1836,204,1,0,11,1
33640,Көкбасгүл,0,0,Q157711,1755,193,1,1,22,2
33642,Көкбұлақ мұздығы,0,0,Q12550908,1193,140,1,0,5,2
33643,Көкбұлақ (тау),0,0,Q12550913,1913,223,1,0,8,1
33644,Көкбұлақ (бұлақ),0,0,Q27357880,680,64,1,0,10,2
33645,Көкбұлақ (Маңғыстау облысы),0,0,Q12550907,783,76,0,0,6,2
33646,Көкбұта,0,0,Q26615,3984,483,3,1,26,4
33650,Көкдала (құдық),0,0,Q16433781,577,58,0,0,7,2
33652,"Көкдомбақ (тау, Абай облысы)",0,0,Q16434657,1398,158,1,0,6,1
33653,"Көкдомбақ (тау, Павлодар облысы)",0,0,Q12550917,1682,189,1,0,10,1
33654,"Көкдомбақ (тау (549 м), Қарағанды облысы)",0,0,Q12550920,1738,189,1,0,13,1
33655,"Көкдомбақ (тау (427 м), Қарағанды облысы)",0,0,Q12550918,1727,192,1,0,11,1
33656,"Көкдомбақ (шоқы, Қарағанды облысы)",0,0,Q12550921,1661,188,1,0,7,1
33657,"Көкдомбақ (төбе, Алматы облысы)",0,0,Q12550919,1654,201,1,0,8,2
33658,Көкдомбақ (көл),0,0,Q20484885,1644,194,1,0,5,3
33659,Көкдөңгелек,0,0,Q12550924,576,57,1,0,11,1
33660,Көке өзені,0,0,Q16433788,1923,216,1,0,14,2
33661,Көкектәрізділер,0,0,Q183364,2075,225,1,0,19,1
33662,Көкектер,0,0,Q26381,2321,260,1,2,9,1
33663,Көкекшөп,0,0,Q162057,1773,207,1,0,18,1
33664,Көкен,0,0,Q159448,1397,163,1,0,14,1
33666,Көкенжон,0,0,Q16433793,1563,204,1,0,10,1
33668,Көкескен,0,0,Q12550936,335,35,1,0,5,2
33669,Көкеспе,0,0,Q12550938,524,56,1,0,8,1
33670,Көкеспе (төбе),0,0,Q12550939,1647,184,1,0,7,2
33672,Көкжал (жайлау),0,0,Q12550942,645,65,1,0,9,2
33673,Көкжалбыз,0,0,Q303820,1895,232,1,0,20,2
33674,Көкжар (өзен),0,0,Q12550944,1625,181,1,0,13,2
33675,Көкжартас,0,0,Q16433802,481,46,1,0,7,2
33678,Көкжиде мұнай кен орны,0,0,Q12550948,972,127,0,0,7,2
33679,Көкжиде су құбыры,0,0,Q12550949,556,60,1,0,6,3
33680,Көкжиек төбесі,0,0,Q12550953,1098,105,1,0,10,2
33681,Көкжон фосфорит кен орны,0,0,Q12550954,1319,149,1,0,20,1
33682,Көкжота,0,0,Q16433810,1826,210,1,0,12,2
33684,Көкирек,0,0,Q12550957,623,64,1,0,11,2
33685,Көкиірім,0,0,Q12550958,1310,159,0,0,9,2
33686,Көккезең,0,0,Q12550959,1723,189,1,0,8,1
33687,Көккөл,0,0,Q12550962,1612,196,1,0,7,2
33689,Көкқабақ,0,0,Q12551099,783,66,1,0,9,1
33690,Көкқамыс суғару жүйесі,0,0,Q12551101,563,64,1,0,4,3
33691,Көкқарға,0,0,Q179367,1931,237,1,1,21,1
33692,Көкқарғатәрізділер,0,0,Q484131,2975,322,1,0,24,1
33693,Көкқатын,0,0,Q12551102,1505,183,1,0,5,2
33694,Көкқия,0,0,Q16431200,1542,192,1,0,10,2
33695,Көкқиясай,0,0,Q12551103,1939,208,1,0,12,2
33696,Көкқора,0,0,Q12551104,376,36,1,0,4,1
33697,Көкқорым,0,0,Q12551105,1909,215,1,0,12,2
33699,Көкқұтан,0,0,Q25273,2195,270,2,2,27,1
33700,Көкмаңдай,0,0,Q187902,1837,212,1,1,23,7
33701,Көкмойын,0,0,Q16434150,1800,202,1,0,16,2
33702,Көкмұрынтой,0,0,Q12550967,1609,196,1,0,9,2
33704,Көкнәр тұқымдасы,0,0,Q144723,2673,305,2,0,16,2
33707,Көкөзек (қыстау),0,0,Q16431219,707,73,1,0,10,1
33708,Көкөзек бөгені,0,0,Q16434166,1057,124,1,0,6,2
33709,Көкөніс дақылдары,0,0,Q12551111,2165,234,1,1,7,1
33710,Көкөніс шаруашылығы,0,0,Q12551112,2638,308,0,0,5,2
33711,Көкөсім,0,0,Q12551116,757,78,1,0,9,2
33713,Көкпекқолат,0,0,Q12550988,1123,138,1,0,4,2
33714,Көкпекті төбесі,0,0,Q12550985,660,70,1,0,9,2
33715,Көкпекті (көл),0,0,Q16433821,1608,188,1,0,10,2
33716,"Көкпекті (өзен, Абай облысы)",0,0,Q12550979,2269,260,0,0,15,2
33717,"Көкпекті (өзен, Жем алабы)",0,0,Q16433826,1757,195,1,0,14,2
33718,"Көкпекті (өзен, Есіл алабы)",0,0,Q12550978,1828,198,1,0,11,3
33719,Көкпөкті,0,0,Q12550989,392,53,0,0,0,0
33720,Көкпекті (Ақтөбе облысындағы қыстау),0,0,Q12550977,2500,259,1,0,9,1
33722,Көкпекті бөгені,0,0,Q12550983,1223,150,1,0,4,1
33723,Көкпекті су құбыры,0,0,Q12550984,333,37,1,0,3,1
33725,Көксала,0,0,Q18399254,2336,256,1,0,6,1
33726,Көксарай (өзен),0,0,Q12550994,1969,218,1,0,14,2
33727,"Көксеңгір (тау, Абай облысы)",0,0,Q12550999,1988,222,1,0,12,1
33728,"Көксеңгір (тау, Ұлытау облысы)",0,0,Q12551000,1879,215,1,0,15,1
33729,"Көксеңгір (төбе, Қызылорда облысы)",0,0,Q12551001,1733,205,1,0,9,2
33730,"Көксеңгір (төбе, Ақтөбе облысы)",0,0,Q16433839,1446,174,1,0,7,2
33731,Көксеңгір (құдык),0,0,Q12551002,604,62,1,0,7,1
33732,Көксеңгірсор,0,0,Q27351874,1615,202,1,0,3,2
33733,Көксерке,0,0,Q146641,2723,337,2,0,29,1
33734,Көксор,0,0,Q12551003,1370,171,0,0,8,1
33735,Көксу өзені,0,0,Q6426875,2087,234,1,0,13,3
33736,Көксу (жота),0,0,Q12551007,1536,186,1,0,10,2
33737,"Көксу (асу, Жетісу облысы)",0,0,Q12551005,1355,167,1,0,7,3
33738,"Көксу (асу, Шығыс Қазақстан облысы)",0,0,Q12551006,1430,181,1,0,5,3
33739,Көксуат,0,0,Q12551015,1788,206,1,0,12,2
33740,Көксу ауданы,0,0,Q2550398,7021,799,6,0,43,1
33741,Көксу бұлақтары,0,0,Q12551010,876,100,1,0,6,2
33742,Көксу полиметалл кен орны,0,0,Q20484897,1879,194,1,0,26,2
33743,Көксу суғару жүйесі,0,0,Q12551014,847,103,1,0,6,5
33744,Көксу-Текелі кенді ауданы,0,0,Q20484901,1300,139,1,0,13,2
33746,"Көктал (өзен, Ескелді ауданы)",0,0,Q12551025,1996,219,1,0,13,3
33747,"Көктал (өзен, Панфилов ауданы)",0,0,Q12551024,1816,201,1,0,13,2
33748,"Көктал (өзен, Жамбыл облысы)",0,0,Q32188352,1947,222,1,0,11,2
33749,"Көктал (өзен, Қарқаралы ауданы)",0,0,Q32188385,1853,208,1,0,13,2
33750,"Көктал (өзен, Ұлытау ауданы)",0,0,Q12551028,1760,199,1,0,12,2
33751,"Көктал (төбе, Жамбыл облысы)",0,0,Q12551021,419,49,0,0,0,0
33752,Көктал (құдық),0,0,Q12551023,461,57,0,0,0,2
33753,"Көктал (қыстау, Қарағанды облысы)",0,0,Q12551022,365,42,0,0,1,1
33755,Көктал боксит кен орны,0,0,Q12551031,1171,164,1,0,7,1
33757,"Көктас (тау, Қарағанды облысы, Абай ауданы)",0,0,Q12551034,1903,215,1,0,13,1
33758,Көктас асуы,0,0,Q12551036,1579,204,1,0,8,2
33759,"Көктас (өзен, Жаңаарқа ауданы)",0,0,Q32187919,2091,234,1,0,14,2
33760,Көктасжал мыс кен орны,0,0,Q12551038,1049,106,1,0,23,1
33761,"Көктау (тау, Шығыс Қазақстан облысы)",0,0,Q16431096,1688,208,1,0,9,1
33762,"Көктау (тау, Батыс Қазақстан облысы)",0,0,Q12551040,1997,226,1,0,12,2
33763,"Көктау (шоқылы тау, Нұра ауданы)",0,0,Q16431099,1785,208,1,0,9,1
33764,Көктау (асу),0,0,Q12551041,1602,195,1,0,8,3
33765,"Көктау (төбе, Шет ауданы)",0,0,Q12551042,972,103,1,0,16,3
33766,Көктеке,0,0,Q205857,1916,225,2,1,11,1
33767,Көктем (санаторий),0,0,Q12551046,2139,264,1,0,7,3
33770,Көктемшөп,0,0,Q164032,1424,181,0,0,12,1
33773,"Көктерек (өзен, Панфилов ауданы)",0,0,Q12551049,1912,213,1,0,17,2
33774,Көк терек саңырауқұлағы,0,0,Q4329061,992,118,1,1,6,1
33776,"Көктөбе (тау, Қарқаралы тау жүйесі)",0,0,Q16431159,1722,187,1,0,11,1
33777,Көктөбе (төбе),0,0,Q1795699,1287,131,1,1,7,1
33778,"Көктөбе (төбе, Шығыс Қазақстан облысы)",0,0,Q12551071,1812,204,1,0,11,2
33779,"Көктөбе (төбе, Ақтөбе облысы)",0,0,Q16431122,834,81,1,0,8,2
33780,"Көктөбе (төбе, Ұлытау таулары)",0,0,Q12551074,830,89,1,0,14,1
33781,Көктөбе (түбек),0,0,Q27351884,1112,128,1,0,4,2
33782,Көктөбе қыстауы (Алматы облысы),0,0,Q16431163,493,48,0,0,10,1
33783,Көктөрткіл,0,0,Q12551076,1576,173,1,0,10,1
33784,Көктұма (өзен),0,0,Q16431118,1669,187,1,0,14,2
33785,Көктырнақ,0,0,Q16431109,1299,151,1,0,5,2
33786,Көктікен,0,0,Q164291,1527,179,1,0,15,2
33787,Көктіңкөлі (көл),0,0,Q16664643,2248,278,1,0,11,3
33788,Көктіңкөлі молибден кен орны,0,0,Q16433867,1012,113,1,0,17,1
33789,Көкқұйық,0,0,Q16431207,917,90,1,0,10,2
33790,Көкүйдің көлі,0,0,Q12551106,630,69,1,0,5,2
33791,Көкшағыр жусан,0,0,Q10871689,1512,175,1,0,32,2
33792,Көкше,0,0,Q4420555,1912,216,1,0,9,1
33793,Көкше (Алатай тау),0,0,Q4420556,1208,149,1,0,6,1
33794,Көкшегүл,0,0,Q157357,2011,238,1,0,21,1
33795,Көкшегүлдер тұқымдасы,0,0,Q157168,1051,119,1,0,11,1
33796,Көкшекөл,0,0,Q20484918,670,72,1,0,8,2
33797,Көкшеқолаяқ,0,0,Q12551088,634,70,1,0,4,2
33799,Көкшетау (таулар),0,0,Q12551080,2035,233,1,0,16,2
33800,Көкшетау (төбе),0,0,Q20484922,1684,185,1,0,14,2
33801,Көкшетау антиклинорийі,0,0,Q20484928,2178,248,1,0,21,1
33803,Көкшоқы (тау),0,0,Q31195456,1828,201,1,0,14,1
33804,"Көкшоқы (төбе, Қызылорда облысы)",0,0,Q25529592,384,45,0,0,0,1
33805,Көкшолаққопа,0,0,Q25506480,1604,189,1,0,6,2
33806,Көкшөп,0,0,Q20484954,542,51,1,0,8,3
33808,Көкшіл шиқылдақ,0,0,Q15570065,1803,201,1,0,15,2
33809,Көкімбай,0,0,Q12551094,421,49,1,0,3,2
33810,Көл (қыстау),0,0,Q12551118,333,43,0,0,0,1
33811,Көлбұлақсай,0,0,Q12551132,1842,204,1,0,13,2
33812,Көлденең жолақты қарашұбар жылан,0,0,Q5149507,1121,146,1,0,15,1
33813,Көлденеңшоқы,0,0,Q12551144,1753,203,1,0,11,1
33814,Көлдену,0,0,Q12551145,1802,195,1,0,12,2
33815,Көлдетіп суғару,0,0,Q12551147,962,147,0,0,0,0
33816,Көлдіш,0,0,Q12551150,1506,177,1,0,8,1
33817,Көлеңкі,0,0,Q12551165,568,69,0,0,4,2
33818,Көлқайнар тауы,0,0,Q12551204,1514,176,1,0,7,1
33819,Көлқамыс (өзен),0,0,Q12551205,1917,215,1,0,12,2
33820,Көлқарашоқы,0,0,Q12551206,1608,204,1,0,8,2
33821,Көлқұдық (ауыл),0,0,Q16664750,3245,327,3,0,10,1
33822,Көлсай (сай),0,0,Q12551170,365,39,0,0,4,1
33823,Көлсай өзені,0,0,Q12551171,1699,191,1,0,11,2
33825,Көлтай,0,0,Q12551172,483,60,0,0,0,0
33826,Көмірлі аудандардың жер асты сулары,0,0,Q25506482,1229,157,0,0,0,0
33828,Көнелі,0,0,Q12551291,541,67,0,0,0,0
33829,Көңжар,0,0,Q12551504,327,37,0,0,0,0
33830,Көңсары,0,0,Q12551505,1643,188,1,0,11,1
33831,Көпен,0,0,Q3752772,1742,197,0,0,10,1
33837,Көптақыр,0,0,Q12551349,405,49,0,0,0,0
33838,Көптас,0,0,Q25506483,342,46,0,0,0,0
33839,Көптісті жертесер,0,0,Q369889,4334,512,2,0,34,5
33840,Көп үйлі өсімдіктер,0,0,Q12551327,797,104,1,0,0,1
33841,Көпшоқы,0,0,Q12551355,1792,203,1,0,9,1
33843,Көрнекті шоқпарқарынды инелік,0,0,Q10459590,1050,117,0,1,10,1
33845,Көріксіз таусағыз,0,0,Q15231836,1600,198,0,0,12,1
33846,Көсе,0,0,Q12551430,1801,208,1,0,10,1
33847,Көсе жыланбас,0,0,Q4192566,1725,222,0,0,14,2
33848,Көтбас,0,0,Q12551433,1772,218,1,0,14,2
33849,Көшеген,0,0,Q12551460,379,44,0,0,0,0
33850,Көшеғұл,0,0,Q16431360,427,50,0,0,0,1
33851,Көшен,0,0,Q12551468,1914,216,1,0,10,1
33852,Көшет,0,0,Q56370171,1374,211,0,0,0,1
33853,Көшкімбайсор,0,0,Q25506493,269,32,0,0,0,0
33854,Көшкін,0,0,Q25506498,1235,154,1,1,0,2
33855,Көшкінтану,0,0,Q25506499,711,82,0,0,0,1
33858,Көшім жылқысы,0,0,Q12551493,1642,215,1,1,7,1
33860,Красное,0,0,Q12549970,1552,180,0,0,9,2
33861,Краснооктябрь боксит кен орны,0,0,Q12549973,1410,165,1,0,20,3
33862,Красноуральск жер асты суы,0,0,Q25506500,357,53,0,0,0,0
33863,Краснояр табиғат ескерткіші,0,0,Q12549979,792,91,0,0,0,0
33871,Кривое,0,0,Q12550021,1452,172,0,0,9,2
33875,Криофиттер,0,0,Q25506497,318,36,0,0,0,0
33877,Криптон,0,0,Q888,3671,352,3,2,11,2
33881,Крошка мұздығы,0,0,Q20484768,1176,142,1,0,3,2
33882,Круглая,0,0,Q12550103,1756,199,1,0,11,1
33883,Домалақ (тау),0,0,Q12540815,1771,197,1,0,14,1
33885,Крутая,0,0,Q12550106,1944,223,1,0,14,2
33886,Құрғақ сасыр,0,0,Q15579661,1553,187,0,0,14,1
33889,Кузнецов жерсағызы,0,0,Q15593789,1306,156,0,0,12,1
33890,Культиасов ащытамыры,0,0,Q12550181,942,123,0,0,0,0
33891,Куприт,0,0,Q407335,4098,522,4,0,11,1
33894,Курчавая,0,0,Q12550223,519,68,0,0,0,0
33895,Кушакевич шиқылдағы,0,0,Q15572225,1850,230,0,0,11,2
33898,Күжіркей,0,0,Q28122714,2174,241,1,2,19,1
33901,Күздік көбелек,0,0,Q1088853,1917,249,0,0,9,3
33902,Күзек шегені,0,0,Q20484819,688,91,1,0,4,2
33903,Күзендер,0,0,Q28521,2567,305,0,0,38,2
33905,Күзеуадыр,0,0,Q12550454,1836,211,1,0,12,1
33906,Жасқайрат (Батыс Қазақстан облысы),0,0,Q13652076,3539,369,3,0,12,1
33907,Күйгенқора,0,0,Q12550466,380,44,0,0,0,1
33908,Күйгенсай,0,0,Q23958827,2638,300,2,0,9,2
33909,Күнгейсандық,0,0,Q12550569,1704,213,1,0,8,2
33910,Күйгеншілік,0,0,Q12550465,743,75,1,0,11,1
33911,Күйдіргішөп,0,0,Q158883,838,106,0,1,0,1
33913,Күйелі,0,0,Q12550471,2123,243,1,0,13,3
33914,Күйелі Қаратау,0,0,Q12550472,1779,208,1,0,13,1
33916,Кәдімгі күйкентай,0,0,Q26490,2408,314,0,1,19,4
33917,Күймесгүл,0,0,Q157755,2106,270,1,0,8,1
33918,Күйметас,0,0,Q12550477,1589,204,1,0,7,1
33919,Күйіккөл,0,0,Q27352026,432,57,0,0,0,1
33921,Күкірт айналымы,0,0,Q12550483,1551,170,1,0,6,1
33922,Күкірт кентастары,0,0,Q12550484,1732,217,0,0,0,0
33923,Күкірт қышқылы,0,0,Q4118,6625,690,1,0,38,5
33924,Күкіртті бактериялар,0,0,Q12550487,776,92,0,0,0,1
33925,Күл,0,0,Q152079,1521,168,1,3,6,2
33927,Күлен,0,0,Q12550501,526,59,0,0,4,2
33928,Күлқұдық,0,0,Q12550524,381,49,0,0,0,0
33929,Күмәнді долана,0,0,Q2080746,1369,160,1,1,12,1
33930,Күмбез,0,0,Q12493,1535,175,1,1,7,2
33932,Күмісқазық,0,0,Q16433623,1977,221,1,0,13,1
33933,Күміс қосылыстары,0,0,Q25506511,2122,272,0,0,0,1
33934,Күмістікөл,0,0,Q20484837,1592,191,1,0,10,2
33938,Күнгей жотасы,0,0,Q12550567,2079,233,1,0,17,3
33939,Күнгей қауы,0,0,Q15505828,1134,136,1,0,14,1
33940,Күнгелді,0,0,Q12550570,1894,225,0,2,11,2
33941,Күндешік,0,0,Q159082,1225,147,1,1,5,1
33942,Күндешіктер тұқымдасы,0,0,Q161855,1076,135,0,1,2,1
33946,Күнжіттер тұқымдасы,0,0,Q161187,1517,152,2,0,29,1
33947,Күнзе,0,0,Q1752862,1651,199,1,0,17,1
33948,Күн радиациясы,0,0,Q17996169,1826,214,3,0,6,1
33949,Күншуақ,0,0,Q12550588,371,41,0,0,5,1
33951,Күрден,0,0,Q12550606,1451,174,1,0,9,3
33952,Күрең,0,0,Q4223120,1305,166,0,0,12,1
33954,Күреңот,0,0,Q157637,3535,433,1,0,17,1
33955,Күреңоттар тұқымдасы,0,0,Q156179,2917,317,3,0,18,1
33956,Күреңөгіз,0,0,Q16433652,1334,163,1,0,6,2
33957,Күркелі (тау),0,0,Q31195454,1850,210,1,0,13,1
33958,Күркетауықтар,0,0,Q43794,2057,249,1,1,14,3
33959,Күркілдек,0,0,Q12550617,1461,179,0,0,6,2
33960,Күркіреуік,0,0,Q12550618,571,64,0,0,5,2
33961,Күрмек,0,0,Q5332470,1310,151,1,0,16,1
33962,Күрметі,0,0,Q65486311,1600,203,1,0,6,3
33963,Күрт,0,0,Q25506514,778,94,0,1,9,1
33964,Күрті,0,0,Q4248945,2030,225,1,0,18,3
33965,Күрті бөгені,0,0,Q32190937,1432,193,1,0,5,2
33968,Күршім жотасы,0,0,Q4249057,2675,313,1,0,20,1
33970,Күрішбас,0,0,Q3766923,972,123,1,0,6,1
33971,Күш тауы,0,0,Q12550637,1717,200,1,0,12,1
33973,Күшәла кентастары,0,0,Q12550683,1920,189,1,0,24,1
33974,Күшәла қосылыстары,0,0,Q4796467,1477,164,1,0,21,1
33976,Күшік тауы,0,0,Q12550674,1793,202,1,0,12,1
33977,Күшікбай,0,0,Q20484855,1700,206,1,0,16,1
33978,Күшікбайсор,0,0,Q12550679,1468,168,1,0,7,1
33979,Күшікжал,0,0,Q12550680,1333,127,1,0,7,1
33981,Күшік флорасы,0,0,Q12550677,1841,193,1,0,20,3
33982,Кілемжайған,0,0,Q12550272,659,76,1,0,3,2
33983,Кіндік,0,0,Q12550284,1680,213,1,0,11,1
33984,Кіндіктас,0,0,Q27351838,1995,219,1,0,21,2
33985,"Кіндікті (көл, Қостанай облысы)",0,0,Q20484202,1574,194,1,0,8,1
33986,"Кіндікті (қоныс, Ақтөбе облысы)",0,0,Q20484206,640,66,1,0,8,2
33987,"Кіндікті (қоныс, Шығыс Қазақстан облысы)",0,0,Q12550288,460,45,1,0,5,2
33988,"Кіндікті (көл, Ақмола облысы)",0,0,Q12550287,1640,201,1,0,4,2
33989,"Кіндікті (көл, Павлодар облысы)",0,0,Q12550286,1589,185,1,0,11,2
33990,"Кіндікті (өзен, Шығыс Қазақстан облысы)",0,0,Q32187034,2341,255,1,0,22,4
33991,Кіндіктісай,0,0,Q12550291,1910,205,1,0,14,2
33992,Кіпірбай,0,0,Q12550295,599,58,1,0,11,1
33993,Кіретұмсық,0,0,Q12550306,1468,164,1,0,7,1
33995,Кірпібас,0,0,Q1196275,1420,154,1,0,12,1
33996,Кірпібастар тұқымдасы,0,0,Q157075,2027,169,1,1,1,1
33997,Кірпішөп,0,0,Q2738196,1352,165,1,0,18,1
33998,Кірпішыбындар,0,0,Q235715,1300,147,1,1,7,1
